ID	Seed	wetIndicatorThreshold	wetConfidenceThreshold	C1	addC1	P1	C2	P2	dryLevelThreshold	dryFlowAdjustment	Coastal Impacts: Upstream Buildings Impacted (#)	Coastal Impacts: Downstream Buildings Impacted (#)	Commercial Navigation: Ontario + Seaway + Montreal Transportation Costs ($)	Hydropower: Moses-Saunders + Niagara Energy Value ($)	Meadow Marsh: Area (ha)	Muskrat Lodge Viability (%)	Recreational Boating: Impact Costs ($)
14	1	7690.248276071287	86.34734900224741	119.47025680684324	249.17469905136795	0.7840153116412966	262.80606308706945	1.9720448025689123	76.30190335221022	9.379349916160908	65472.22176271186	3898.779661016949	194620770.3559322	-2354743605.4848814	-11043.9726	-0.4879525423728814	15249902.39
15	1	9476.44548127848	126.69725494228484	116.4484453439186	111.65164540941284	0.987873021958908	178.48684566250972	1.97346013090782	76.32942672330967	48.83571257729205	54425.747508474575	3871.237288135593	192497297.30508476	-2351399889.650286	-14125.442177777775	-0.4986067796610169	20619162.197288133
16	1	8055.675930397697	95.59686557259322	147.53542584954766	38.53864345898354	0.3863562764491985	38.16179861738809	1.6872509548808812	75.16774144900677	49.908063847239646	39593.04411864406	3832.288135593221	195798220.3220339	-2344406267.2317724	-14570.241244444444	-0.5143762711864407	28661686.142372884
17	1	9523.694955832349	88.02638332230785	207.30830179779	85.4130834539917	1.1153589415442022	120.3749940597082	1.9990493755634444	74.83081106398005	48.496440829831954	58924.947593220335	3892.796610169492	192697865.22033897	-2352481668.2695208	-14530.251955555555	-0.503164406779661	20517002.574406784
18	1	7875.347209987378	69.37706133926315	111.56291037985478	230.82301817620709	0.1482174579814441	30.91376109378264	1.2072785074989394	75.51971466008061	49.939900998173165	39572.219372881365	3833.203389830509	194464364.77966103	-2344083921.7605624	-14501.050644444444	-0.5221338983050847	29197629.052711863
19	1	7698.721317256584	187.59284155387263	96.0092480027986	218.91417376904613	0.3622328351298992	179.99504006495806	1.9722427573675991	76.37964958822812	48.549373485934574	44506.54323728813	3832.677966101695	193835109.77966103	-2347275526.8677306	-14132.219833333333	-0.5057457627118643	23157228.06915255
20	1	7650.915283521889	161.7646726378016	114.5725766196	213.5200877419388	0.5918055229037502	30.675571389443107	1.9963353167361888	74.77918514020891	47.74275212519683	52773.378677966095	3872.271186440678	194819507.8983051	-2350055176.807009	-15040.981688888887	-0.5162694915254237	22540579.79084745
21	1	7596.853441930574	92.46738174960797	197.71476000747808	23.78746831736879	1.0802023706908055	210.99632404219	1.957344774233896	74.82057634488933	49.987099241926586	57520.15749152543	3873.898305084746	193708165.06779665	-2352090029.0128016	-14068.527711111112	-0.5009389830508474	19405435.76779661
22	1	9223.275893169028	240.94183337505544	154.70394441177595	123.34363723171482	1.4610586920624198	216.7448570242865	1.4315812399986536	76.42474458785982	-12.899464285760445	113025.29920338983	4024.0338983050847	191168980.08474576	-2362520269.8445544	-7679.342755555555	-0.5079830508474577	16191757.51915254
23	1	7769.978522485055	156.60583094467074	134.9075593414648	144.24896524104332	0.381204191423413	185.20884652705885	1.9748088182208428	74.60707496316304	49.35971268518489	54405.53733898306	3868.4406779661017	194351130.55932203	-2351326703.592499	-13662.67081111111	-0.4742576271186441	18826298.83067797
24	1	8056.245104059892	175.84535326642023	204.4736992642038	208.25956319222408	1.18390600050513	296.18149374451684	1.7791473551890749	75.04262852721567	48.85047401040634	52741.49545762713	3852.8813559322034	192971072.45762712	-2350662989.0697985	-12849.405255555555	-0.4849966101694915	19647453.318474576
25	1	7809.320151930411	88.1024322940907	169.47859583130315	249.6249474075684	0.7848691386092881	252.13897071384693	1.8673993961111173	76.30875162291242	31.840459955578	51146.39716949152	3841.35593220339	193675698.79661015	-2350286791.2147813	-12562.568855555555	-0.4908101694915254	18735785.893389832
26	1	9845.926617227353	175.15868866563477	86.66926973654638	170.6732343710639	0.1100209876492868	18.781257772646768	1.9303095250533744	76.30266667134515	49.64170652781117	44461.596254237294	3837.830508474576	192679553.2881356	-2346163110.0501447	-15014.439711111112	-0.5054525423728814	28180496.59067797
27	1	8905.642370593041	168.09817274484465	226.62177414266452	100.08477689700312	1.3974996093860856	255.66169725919175	1.2529670643277857	75.05105971497647	33.95733426785134	62576.5136440678	3887.864406779661	192499532.8135593	-2354200960.5416417	-10492.21831111111	-0.4910627118644067	16176568.043559322
28	1	8528.912351551053	150.53816460694696	123.37101719575423	197.17812964309732	0.8689640820439302	187.5983999255234	1.9858773234092888	75.7260506428378	49.88269744031435	51052.45859322035	3854.186440677966	192881468.83050847	-2350158824.4060254	-14009.52481111111	-0.5004237288135593	21284585.72016949
29	1	9611.255576170475	57.937948478367424	87.50344166127365	228.59454121662364	0.3887558065569538	99.46388524021032	1.974378538000128	76.3811958723381	46.73757596927773	51046.75961016949	3867.3050847457625	191870866.33898303	-2349651223.098847	-14582.04174444444	-0.4968864406779661	23583407.885423727
30	1	7591.168291461782	151.6365633349951	139.87845523466672	197.0671751646016	0.9103030922630576	79.46136864071627	1.98895124519404	75.99952554937194	49.79021600760219	45957.9272881356	3839.203389830509	194628746.47457623	-2348099500.7232094	-14544.907811111112	-0.5140372881355932	23290631.363898307
31	1	7791.243107505115	116.75541319493314	131.4826872673781	227.6527997391807	0.7233215810507778	164.48008292388388	1.9728752664624043	75.7860699344394	48.63656140480253	46161.0179322034	3835.152542372881	193787020.23728812	-2348193687.1873865	-14091.582855555556	-0.5062779661016948	22264762.960847456
32	1	7823.74879656763	142.60110375380236	107.28684027591731	203.10970192879967	0.8520528998614059	177.23397360308843	1.947481490292615	75.74761625895826	48.063173217480674	51133.62988135593	3862.4745762711855	193993555.5254237	-2350021538.370127	-14040.506033333331	-0.4907491525423728	20654842.284406777
33	1	7845.50971437236	93.2753333286103	99.19494985091632	245.1126702750068	0.4522187520708693	6.260828270800559	1.1491468861342766	76.33262424725179	49.66377333976763	44545.123338983045	3836.0508474576272	193756484.6440678	-2347084265.584925	-15054.476466666669	-0.5068152542372882	25570932.80305085
34	1	7645.337545753243	212.44105451331495	469.2876277173103	241.155484339957	1.8296665275730772	281.5677133342617	1.787116936579483	76.19309945717207	13.70289457460978	63778.99169491525	3897.406779661017	193980287.5762712	-2354246423.882104	-10581.748077777778	-0.5080847457627119	15257902.750508476
35	1	9877.295785390872	131.36093263313194	190.2444752015624	239.35944622250716	0.8648240207776603	256.21892520275253	1.952633083324993	74.35643422083392	40.25151481184222	69270.37561016949	3899.677966101695	192804924.8983051	-2355978882.785472	-10553.595444444443	-0.4991508474576271	15266074.706271186
36	1	7757.861038802418	190.8396471179916	193.91056131139263	241.1899568376108	0.957577966927862	220.12073772839764	1.8208434701685667	74.61833342790506	48.97439989252385	65998.94127118644	3914.2203389830506	193839029.45762712	-2354735318.877967	-12701.00561111111	-0.4788847457627119	16105116.749491526
