waterLevel,buildingsImpacted
5.37,27
5.49,37
5.71,60
5.86,117
6.02,148
6.31,265
6.45,338
6.61,402
6.72,450
6.84,490
6.97,537
7.05,564
7.17,623
7.49,704
7.99,1169
