gageDepth,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
-2.58,0,0,0,0,0,0,0,0,0,15441.96,343690.39,929076.88,818127.52,1813186.39,1105254.12,1388238.8,937240.68,1808198.25,1353535.61,1362670.24,883415.87,1953600.72,1381481.27,1424791.56,944535.95,1802398.27,1438719.43,1392364.88,873649.56,1932538.9,1570048.75,1617320.08,888388.78,1899196.65,1453120.74,1618745.21,1084011.05,2186664.31,1758812.93,1787922.47,1028092.19,2440678.43,1467030.09,1747017.33,905854.72,1786730.72,119362.57,0
-2.57,0,0,0,0,0,0,0,0,0,15390.59,342693.38,926475.37,815804.85,1807424.47,1101972.16,1383891.32,934482.04,1802439.1,1349508.67,1358468.18,880655.14,1947516.29,1377150.63,1420393.63,941770.6,1796824.94,1434161.84,1388096.92,870985.07,1926335.25,1565111.87,1612454.6,885691.25,1893198.38,1448554.28,1613925.98,1080714.82,2179860.85,1753340.52,1782508.59,1024938.57,2432624.34,1462472.18,1741441.85,903097.62,1781262.42,119060.2,0
-2.56,0,0,0,0,0,0,0,0,0,15339.23,341696.37,923873.87,813482.17,1801662.54,1098690.21,1379543.83,931723.39,1796679.95,1345481.73,1354266.13,877894.41,1941431.86,1372819.98,1415995.7,939005.26,1791251.62,1429604.25,1383828.96,868320.58,1920131.61,1560175,1607589.13,882993.71,1887200.11,1443987.82,1609106.74,1077418.59,2173057.4,1747868.11,1777094.7,1021784.94,2424570.24,1457914.27,1735866.38,900340.52,1775794.11,118757.82,0
-2.55,0,0,0,0,0,0,0,0,0,15287.87,340699.35,921272.36,811159.5,1795900.61,1095408.26,1375196.35,928964.75,1790920.8,1341454.78,1350064.07,875133.68,1935347.42,1368489.33,1411597.78,936239.91,1785678.3,1425046.66,1379561,865656.09,1913927.96,1555238.12,1602723.66,880296.18,1881201.84,1439421.35,1604287.51,1074122.36,2166253.94,1742395.7,1771680.82,1018631.31,2416516.15,1453356.36,1730290.91,897583.42,1770325.81,118455.44,0
-2.54,0,0,0,0,0,0,0,0,0,15236.51,339702.34,918670.86,808836.83,1790138.69,1092126.31,1370848.87,926206.1,1785161.65,1337427.84,1345862.02,872372.94,1929262.99,1364158.69,1407199.85,933474.57,1780104.97,1420489.07,1375293.05,862991.61,1907724.32,1550301.25,1597858.18,877598.65,1875203.56,1434854.89,1599468.27,1070826.13,2159450.49,1736923.29,1766266.93,1015477.68,2408462.05,1448798.45,1724715.43,894826.32,1764857.51,118153.06,0
-2.53,0,0,0,0,0,0,0,0,0,15185.14,338705.33,916069.35,806514.15,1784376.76,1088844.36,1366501.38,923447.45,1779402.49,1333400.89,1341659.96,869612.21,1923178.56,1359828.04,1402801.93,930709.22,1774531.65,1415931.48,1371025.09,860327.12,1901520.68,1545364.37,1592992.71,874901.11,1869205.29,1430288.42,1594649.03,1067529.9,2152647.03,1731450.89,1760853.05,1012324.05,2400407.96,1444240.54,1719139.96,892069.23,1759389.2,117850.68,0
-2.52,0,0,0,0,0,0,0,0,0,15133.78,337708.32,913467.85,804191.48,1778614.83,1085562.41,1362153.9,920688.81,1773643.34,1329373.95,1337457.91,866851.48,1917094.12,1355497.4,1398404,927943.87,1768958.33,1411373.89,1366757.13,857662.63,1895317.03,1540427.5,1588127.23,872203.58,1863207.02,1425721.96,1589829.8,1064233.67,2145843.57,1725978.48,1755439.17,1009170.42,2392353.86,1439682.63,1713564.49,889312.13,1753920.9,117548.3,0
-2.51,0,0,0,0,0,0,0,0,0,15082.42,336711.31,910866.34,801868.8,1772852.91,1082280.46,1357806.42,917930.16,1767884.19,1325347,1333255.85,864090.75,1911009.69,1351166.75,1394006.07,925178.53,1763385.01,1406816.3,1362489.17,854998.15,1889113.39,1535490.62,1583261.76,869506.05,1857208.75,1421155.49,1585010.56,1060937.44,2139040.12,1720506.07,1750025.28,1006016.79,2384299.77,1435124.73,1707989.01,886555.03,1748452.59,117245.92,0
-2.5,0,0,0,0,0,0,0,0,0,15031.06,335714.3,908264.84,799546.13,1767090.98,1078998.5,1353458.94,915171.52,1762125.04,1321320.06,1329053.8,861330.02,1904925.26,1346836.1,1389608.15,922413.18,1757811.68,1402258.71,1358221.21,852333.66,1882909.75,1530553.75,1578396.29,866808.51,1851210.48,1416589.03,1580191.33,1057641.21,2132236.66,1715033.66,1744611.4,1002863.16,2376245.67,1430566.82,1702413.54,883797.93,1742984.29,116943.54,0
-2.49,0,0,0,0,0,0,0,0,0,14983.42,334775.84,905810.3,797357.11,1761699.91,1075914.78,1349387.39,912576.88,1756737.59,1317536.35,1325114.27,858743.66,1899225.6,1342779.04,1385484.28,919811.55,1752587.84,1397992.96,1354224.69,849834.17,1877108.97,1525934.67,1573829.06,864288.89,1845601.8,1412320.1,1575664.15,1054549.12,2125821.93,1709906.81,1739533.94,999906.85,2368731.13,1426296.56,1697199.38,881211.24,1737854.28,116656.41,0
