waterLevel,Month,buildingsImpacted,matchString
74.72,7,9.341,74.72_7
74.72,8,3.217,74.72_8
74.72,9,13.111,74.72_9
74.73,1,146.495,74.73_1
74.73,10,99.759,74.73_10
74.73,11,212.835,74.73_11
74.73,12,158.839,74.73_12
74.73,2,97.241,74.73_2
74.73,3,83.782,74.73_3
74.73,4,64.554,74.73_4
74.73,5,49.977,74.73_5
74.73,6,28.858,74.73_6
74.73,7,9.79,74.73_7
74.73,8,3.283,74.73_8
74.73,9,13.651,74.73_9
74.74,1,150.257,74.74_1
74.74,10,103.193,74.74_10
74.74,11,219.454,74.74_11
74.74,12,163.477,74.74_12
74.74,2,98.872,74.74_2
74.74,3,85.448,74.74_3
74.74,4,65.821,74.74_4
74.74,5,50.456,74.74_5
74.74,6,29.928,74.74_6
74.74,7,10.187,74.74_7
74.74,8,3.355,74.74_8
74.74,9,14.148,74.74_9
74.75,1,154.151,74.75_1
74.75,10,106.38,74.75_10
74.75,11,225.984,74.75_11
74.75,12,168.261,74.75_12
74.75,2,100.598,74.75_2
74.75,3,87.295,74.75_3
74.75,4,67.282,74.75_4
74.75,5,50.92,74.75_5
74.75,6,30.843,74.75_6
74.75,7,10.531,74.75_7
74.75,8,3.434,74.75_8
74.75,9,14.603,74.75_9
74.76,1,158.18,74.76_1
74.76,10,109.323,74.76_10
74.76,11,232.427,74.76_11
74.76,12,173.191,74.76_12
74.76,2,102.419,74.76_2
74.76,3,89.322,74.76_3
74.76,4,68.937,74.76_4
74.76,5,51.37,74.76_5
74.76,6,31.603,74.76_6
74.76,7,10.824,74.76_7
74.76,8,3.519,74.76_8
74.76,9,15.015,74.76_9
74.77,1,162.342,74.77_1
74.77,10,112.019,74.77_10
74.77,11,238.783,74.77_11
74.77,12,178.268,74.77_12
74.77,2,104.335,74.77_2
74.77,3,91.529,74.77_3
74.77,4,70.787,74.77_4
74.77,5,51.805,74.77_5
74.77,6,32.208,74.77_6
74.77,7,11.064,74.77_7
74.77,8,3.609,74.77_8
74.77,9,15.382,74.77_9
74.78,1,166.638,74.78_1
74.78,10,114.468,74.78_10
74.78,11,245.052,74.78_11
74.78,12,183.491,74.78_12
74.78,2,106.346,74.78_2
74.78,3,93.917,74.78_3
74.78,4,72.83,74.78_4
74.78,5,52.225,74.78_5
74.78,6,32.658,74.78_6
74.78,7,11.252,74.78_7
74.78,8,3.705,74.78_8
74.78,9,15.706,74.78_9
74.79,1,171.068,74.79_1
74.79,10,116.672,74.79_10
74.79,11,251.232,74.79_11
74.79,12,188.859,74.79_12
74.79,2,108.451,74.79_2
74.79,3,96.485,74.79_3
74.79,4,75.068,74.79_4
74.79,5,52.631,74.79_5
74.79,6,32.952,74.79_6
74.79,7,11.388,74.79_7
74.79,8,3.807,74.79_8
74.79,9,15.987,74.79_9
74.8,1,175.631,74.8_1
74.8,10,118.629,74.8_10
74.8,11,257.326,74.8_11
74.8,12,194.375,74.8_12
74.8,2,110.653,74.8_2
74.8,3,99.232,74.8_3
74.8,4,77.498,74.8_4
74.8,5,53.022,74.8_5
74.8,6,33.091,74.8_6
74.8,7,11.472,74.8_7
74.8,8,3.915,74.8_8
74.8,9,16.225,74.8_9
74.81,1,180.163,74.81_1
74.81,10,120.554,74.81_10
74.81,11,263.178,74.81_11
74.81,12,199.737,74.81_12
74.81,2,112.969,74.81_2
74.81,3,101.997,74.81_3
74.81,4,79.843,74.81_4
74.81,5,53.43,74.81_5
74.81,6,33.238,74.81_6
74.81,7,11.559,74.81_7
74.81,8,4.027,74.81_8
74.81,9,16.478,74.81_9
74.82,1,184.662,74.82_1
74.82,10,122.446,74.82_10
74.82,11,268.786,74.82_11
74.82,12,204.947,74.82_12
74.82,2,115.402,74.82_2
74.82,3,104.778,74.82_3
74.82,4,82.104,74.82_4
74.82,5,53.856,74.82_5
74.82,6,33.392,74.82_6
74.82,7,11.65,74.82_7
74.82,8,4.143,74.82_8
74.82,9,16.747,74.82_9
74.83,1,189.13,74.83_1
74.83,10,124.307,74.83_10
74.83,11,274.153,74.83_11
74.83,12,210.006,74.83_12
74.83,2,117.951,74.83_2
74.83,3,107.575,74.83_3
74.83,4,84.279,74.83_4
74.83,5,54.3,74.83_5
74.83,6,33.554,74.83_6
74.83,7,11.743,74.83_7
74.83,8,4.263,74.83_8
74.83,9,17.032,74.83_9
74.84,1,193.566,74.84_1
74.84,10,126.136,74.84_10
74.84,11,279.275,74.84_11
74.84,12,214.911,74.84_12
74.84,2,120.614,74.84_2
74.84,3,110.388,74.84_3
74.84,4,86.368,74.84_4
74.84,5,54.761,74.84_5
74.84,6,33.722,74.84_6
74.84,7,11.839,74.84_7
74.84,8,4.388,74.84_8
74.84,9,17.333,74.84_9
74.85,1,197.971,74.85_1
74.85,10,127.931,74.85_10
74.85,11,284.154,74.85_11
74.85,12,219.664,74.85_12
74.85,2,123.393,74.85_2
74.85,3,113.217,74.85_3
74.85,4,88.372,74.85_4
74.85,5,55.239,74.85_5
74.85,6,33.897,74.85_6
74.85,7,11.938,74.85_7
74.85,8,4.517,74.85_8
74.85,9,17.65,74.85_9
74.86,1,202.344,74.86_1
74.86,10,129.694,74.86_10
74.86,11,288.79,74.86_11
74.86,12,224.265,74.86_12
74.86,2,126.286,74.86_2
74.86,3,116.063,74.86_3
74.86,4,90.291,74.86_4
74.86,5,55.735,74.86_5
74.86,6,34.08,74.86_6
74.86,7,12.041,74.86_7
74.86,8,4.65,74.86_8
74.86,9,17.982,74.86_9
74.87,1,206.686,74.87_1
74.87,10,131.424,74.87_10
74.87,11,293.184,74.87_11
74.87,12,228.714,74.87_12
74.87,2,129.296,74.87_2
74.87,3,118.926,74.87_3
74.87,4,92.124,74.87_4
74.87,5,56.248,74.87_5
74.87,6,34.269,74.87_6
74.87,7,12.146,74.87_7
74.87,8,4.787,74.87_8
74.87,9,18.33,74.87_9
74.88,1,210.996,74.88_1
74.88,10,133.122,74.88_10
74.88,11,297.335,74.88_11
74.88,12,233.01,74.88_12
74.88,2,132.421,74.88_2
74.88,3,121.804,74.88_3
74.88,4,93.873,74.88_4
74.88,5,56.779,74.88_5
74.88,6,34.465,74.88_6
74.88,7,12.254,74.88_7
74.88,8,4.929,74.88_8
74.88,9,18.694,74.88_9
74.89,1,215.274,74.89_1
74.89,10,134.789,74.89_10
74.89,11,301.243,74.89_11
74.89,12,237.154,74.89_12
74.89,2,135.661,74.89_2
74.89,3,124.699,74.89_3
74.89,4,95.536,74.89_4
74.89,5,57.327,74.89_5
74.89,6,34.669,74.89_6
74.89,7,12.366,74.89_7
74.89,8,5.075,74.89_8
74.89,9,19.073,74.89_9
74.9,1,219.521,74.9_1
74.9,10,136.423,74.9_10
74.9,11,304.909,74.9_11
74.9,12,241.146,74.9_12
74.9,2,139.016,74.9_2
74.9,3,127.61,74.9_3
74.9,4,97.114,74.9_4
74.9,5,57.893,74.9_5
74.9,6,34.879,74.9_6
74.9,7,12.481,74.9_7
74.9,8,5.223,74.9_8
74.9,9,19.467,74.9_9
74.91,1,223.597,74.91_1
74.91,10,137.993,74.91_10
74.91,11,308.434,74.91_11
74.91,12,244.994,74.91_12
74.91,2,142.219,74.91_2
74.91,3,130.397,74.91_3
74.91,4,98.626,74.91_4
74.91,5,58.432,74.91_5
74.91,6,35.082,74.91_6
74.91,7,12.592,74.91_7
74.91,8,5.366,74.91_8
74.91,9,19.845,74.91_9
74.92,1,227.504,74.92_1
74.92,10,139.498,74.92_10
74.92,11,311.819,74.92_11
74.92,12,248.699,74.92_12
74.92,2,145.268,74.92_2
74.92,3,133.06,74.92_3
74.92,4,100.072,74.92_4
74.92,5,58.947,74.92_5
74.92,6,35.275,74.92_6
74.92,7,12.699,74.92_7
74.92,8,5.503,74.92_8
74.92,9,20.204,74.92_9
74.93,1,231.241,74.93_1
74.93,10,140.938,74.93_10
74.93,11,315.064,74.93_11
74.93,12,252.261,74.93_12
74.93,2,148.164,74.93_2
74.93,3,135.598,74.93_3
74.93,4,101.451,74.93_4
74.93,5,59.436,74.93_5
74.93,6,35.46,74.93_6
74.93,7,12.802,74.93_7
74.93,8,5.633,74.93_8
74.93,9,20.547,74.93_9
74.94,1,234.807,74.94_1
74.94,10,142.313,74.94_10
74.94,11,318.168,74.94_11
74.94,12,255.679,74.94_12
74.94,2,150.907,74.94_2
74.94,3,138.014,74.94_3
74.94,4,102.763,74.94_4
74.94,5,59.9,74.94_5
74.94,6,35.637,74.94_6
74.94,7,12.902,74.94_7
74.94,8,5.755,74.94_8
74.94,9,20.87,74.94_9
74.95,1,238.205,74.95_1
74.95,10,143.624,74.95_10
74.95,11,321.133,74.95_11
74.95,12,258.954,74.95_12
74.95,2,153.497,74.95_2
74.95,3,140.306,74.95_3
74.95,4,104.01,74.95_4
74.95,5,60.34,74.95_5
74.95,6,35.805,74.95_6
74.95,7,12.998,74.95_7
74.95,8,5.872,74.95_8
74.95,9,21.177,74.95_9
74.96,1,241.432,74.96_1
74.96,10,144.87,74.96_10
74.96,11,323.958,74.96_11
74.96,12,262.084,74.96_12
74.96,2,155.935,74.96_2
74.96,3,142.473,74.96_3
74.96,4,105.191,74.96_4
74.96,5,60.753,74.96_5
74.96,6,35.965,74.96_6
74.96,7,13.09,74.96_7
74.96,8,5.983,74.96_8
74.96,9,21.465,74.96_9
74.97,1,244.489,74.97_1
74.97,10,146.052,74.97_10
74.97,11,326.643,74.97_11
74.97,12,265.072,74.97_12
74.97,2,158.218,74.97_2
74.97,3,144.516,74.97_3
74.97,4,106.304,74.97_4
74.97,5,61.141,74.97_5
74.97,6,36.115,74.97_6
74.97,7,13.178,74.97_7
74.97,8,6.088,74.97_8
74.97,9,21.736,74.97_9
74.98,1,247.378,74.98_1
74.98,10,147.169,74.98_10
74.98,11,329.187,74.98_11
74.98,12,267.916,74.98_12
74.98,2,160.35,74.98_2
74.98,3,146.436,74.98_3
74.98,4,107.351,74.98_4
74.98,5,61.503,74.98_5
74.98,6,36.256,74.98_6
74.98,7,13.263,74.98_7
74.98,8,6.184,74.98_8
74.98,9,21.988,74.98_9
74.99,1,250.095,74.99_1
74.99,10,148.221,74.99_10
74.99,11,331.592,74.99_11
74.99,12,270.617,74.99_12
74.99,2,162.329,74.99_2
74.99,3,148.23,74.99_3
74.99,4,108.332,74.99_4
74.99,5,61.841,74.99_5
74.99,6,36.389,74.99_6
74.99,7,13.344,74.99_7
74.99,8,6.275,74.99_8
74.99,9,22.223,74.99_9
75,1,252.643,75_1
75,10,149.209,75_10
75,11,333.855,75_11
75,12,273.174,75_12
75,2,164.155,75_2
75,3,149.901,75_3
75,4,109.247,75_4
75,5,62.154,75_5
75,6,36.513,75_6
75,7,13.421,75_7
75,8,6.36,75_8
75,9,22.44,75_9
75.01,1,255.119,75.01_1
75.01,10,150.154,75.01_10
75.01,11,336.028,75.01_11
75.01,12,275.644,75.01_12
75.01,2,165.939,75.01_2
75.01,3,151.544,75.01_3
75.01,4,110.12,75.01_4
75.01,5,62.448,75.01_5
75.01,6,36.629,75.01_6
75.01,7,13.491,75.01_7
75.01,8,6.436,75.01_8
75.01,9,22.642,75.01_9
75.02,1,257.524,75.02_1
75.02,10,151.056,75.02_10
75.02,11,338.11,75.02_11
75.02,12,278.026,75.02_12
75.02,2,167.68,75.02_2
75.02,3,153.159,75.02_3
75.02,4,110.953,75.02_4
75.02,5,62.723,75.02_5
75.02,6,36.736,75.02_6
75.02,7,13.554,75.02_7
75.02,8,6.505,75.02_8
75.02,9,22.829,75.02_9
75.03,1,259.857,75.03_1
75.03,10,151.914,75.03_10
75.03,11,340.102,75.03_11
75.03,12,280.321,75.03_12
75.03,2,169.379,75.03_2
75.03,3,154.747,75.03_3
75.03,4,111.743,75.03_4
75.03,5,62.979,75.03_5
75.03,6,36.834,75.03_6
75.03,7,13.611,75.03_7
75.03,8,6.565,75.03_8
75.03,9,23,75.03_9
75.04,1,262.117,75.04_1
75.04,10,152.73,75.04_10
75.04,11,342.003,75.04_11
75.04,12,282.529,75.04_12
75.04,2,171.036,75.04_2
75.04,3,156.306,75.04_3
75.04,4,112.492,75.04_4
75.04,5,63.215,75.04_5
75.04,6,36.925,75.04_6
75.04,7,13.66,75.04_7
75.04,8,6.617,75.04_8
75.04,9,23.156,75.04_9
75.05,1,264.304,75.05_1
75.05,10,153.503,75.05_10
75.05,11,343.814,75.05_11
75.05,12,284.65,75.05_12
75.05,2,172.65,75.05_2
75.05,3,157.837,75.05_3
75.05,4,113.199,75.05_4
75.05,5,63.432,75.05_5
75.05,6,37.007,75.05_6
75.05,7,13.703,75.05_7
75.05,8,6.661,75.05_8
75.05,9,23.297,75.05_9
75.06,1,266.42,75.06_1
75.06,10,154.233,75.06_10
75.06,11,345.535,75.06_11
75.06,12,286.684,75.06_12
75.06,2,174.221,75.06_2
75.06,3,159.34,75.06_3
75.06,4,113.865,75.06_4
75.06,5,63.63,75.06_5
75.06,6,37.08,75.06_6
75.06,7,13.738,75.06_7
75.06,8,6.696,75.06_8
75.06,9,23.423,75.06_9
75.07,1,268.463,75.07_1
75.07,10,154.919,75.07_10
75.07,11,347.164,75.07_11
75.07,12,288.63,75.07_12
75.07,2,175.75,75.07_2
75.07,3,160.815,75.07_3
75.07,4,114.49,75.07_4
75.07,5,63.809,75.07_5
75.07,6,37.145,75.07_6
75.07,7,13.767,75.07_7
75.07,8,6.724,75.07_8
75.07,9,23.534,75.07_9
75.08,1,270.433,75.08_1
75.08,10,155.562,75.08_10
75.08,11,348.704,75.08_11
75.08,12,290.49,75.08_12
75.08,2,177.236,75.08_2
75.08,3,162.262,75.08_3
75.08,4,115.072,75.08_4
75.08,5,63.968,75.08_5
75.08,6,37.201,75.08_6
75.08,7,13.788,75.08_7
75.08,8,6.743,75.08_8
75.08,9,23.63,75.08_9
75.09,1,272.331,75.09_1
75.09,10,156.162,75.09_10
75.09,11,350.153,75.09_11
75.09,12,292.26,75.09_12
75.09,2,178.68,75.09_2
75.09,3,163.68,75.09_3
75.09,4,115.614,75.09_4
75.09,5,64.108,75.09_5
75.09,6,37.248,75.09_6
75.09,7,13.803,75.09_7
75.09,8,6.755,75.09_8
75.09,9,23.711,75.09_9
75.1,1,274.157,75.1_1
75.1,10,156.719,75.1_10
75.1,11,351.512,75.1_11
75.1,12,293.944,75.1_12
75.1,2,180.082,75.1_2
75.1,3,165.07,75.1_3
75.1,4,116.114,75.1_4
75.1,5,64.229,75.1_5
75.1,6,37.287,75.1_6
75.1,7,13.81,75.1_7
75.1,8,6.758,75.1_8
75.1,9,23.777,75.1_9
75.11,1,276.141,75.11_1
75.11,10,157.309,75.11_10
75.11,11,352.987,75.11_11
75.11,12,295.781,75.11_12
75.11,2,181.647,75.11_2
75.11,3,166.615,75.11_3
75.11,4,116.661,75.11_4
75.11,5,64.355,75.11_5
75.11,6,37.328,75.11_6
75.11,7,13.822,75.11_7
75.11,8,6.766,75.11_8
75.11,9,23.849,75.11_9
75.12,1,278.282,75.12_1
75.12,10,157.933,75.12_10
75.12,11,354.579,75.12_11
75.12,12,297.772,75.12_12
75.12,2,183.375,75.12_2
75.12,3,168.313,75.12_3
75.12,4,117.254,75.12_4
75.12,5,64.486,75.12_5
75.12,6,37.371,75.12_6
75.12,7,13.838,75.12_7
75.12,8,6.778,75.12_8
75.12,9,23.927,75.12_9
75.13,1,280.581,75.13_1
75.13,10,158.593,75.13_10
75.13,11,356.287,75.13_11
75.13,12,299.916,75.13_12
75.13,2,185.268,75.13_2
75.13,3,170.161,75.13_3
75.13,4,117.895,75.13_4
75.13,5,64.622,75.13_5
75.13,6,37.416,75.13_6
75.13,7,13.858,75.13_7
75.13,8,6.795,75.13_8
75.13,9,24.01,75.13_9
75.14,1,283.038,75.14_1
75.14,10,159.286,75.14_10
75.14,11,358.111,75.14_11
75.14,12,302.216,75.14_12
75.14,2,187.323,75.14_2
75.14,3,172.163,75.14_3
75.14,4,118.582,75.14_4
75.14,5,64.764,75.14_5
75.14,6,37.464,75.14_6
75.14,7,13.882,75.14_7
75.14,8,6.817,75.14_8
75.14,9,24.098,75.14_9
75.15,1,285.653,75.15_1
75.15,10,160.015,75.15_10
75.15,11,360.052,75.15_11
75.15,12,304.67,75.15_12
75.15,2,189.541,75.15_2
75.15,3,174.318,75.15_3
75.15,4,119.316,75.15_4
75.15,5,64.91,75.15_5
75.15,6,37.514,75.15_6
75.15,7,13.91,75.15_7
75.15,8,6.843,75.15_8
75.15,9,24.192,75.15_9
75.16,1,288.424,75.16_1
75.16,10,160.779,75.16_10
75.16,11,362.11,75.16_11
75.16,12,307.276,75.16_12
75.16,2,191.923,75.16_2
75.16,3,176.626,75.16_3
75.16,4,120.098,75.16_4
75.16,5,65.062,75.16_5
75.16,6,37.566,75.16_6
75.16,7,13.943,75.16_7
75.16,8,6.874,75.16_8
75.16,9,24.291,75.16_9
75.17,1,291.353,75.17_1
75.17,10,161.576,75.17_10
75.17,11,364.284,75.17_11
75.17,12,310.036,75.17_12
75.17,2,194.468,75.17_2
75.17,3,179.087,75.17_3
75.17,4,120.927,75.17_4
75.17,5,65.219,75.17_5
75.17,6,37.62,75.17_6
75.17,7,13.98,75.17_7
75.17,8,6.909,75.17_8
75.17,9,24.396,75.17_9
75.18,1,294.442,75.18_1
75.18,10,162.408,75.18_10
75.18,11,366.575,75.18_11
75.18,12,312.949,75.18_12
75.18,2,197.177,75.18_2
75.18,3,181.7,75.18_3
75.18,4,121.802,75.18_4
75.18,5,65.381,75.18_5
75.18,6,37.677,75.18_6
75.18,7,14.021,75.18_7
75.18,8,6.95,75.18_8
75.18,9,24.507,75.18_9
75.19,1,297.687,75.19_1
75.19,10,163.274,75.19_10
75.19,11,368.982,75.19_11
75.19,12,316.016,75.19_12
75.19,2,200.049,75.19_2
75.19,3,184.466,75.19_3
75.19,4,122.723,75.19_4
75.19,5,65.548,75.19_5
75.19,6,37.736,75.19_6
75.19,7,14.066,75.19_7
75.19,8,6.996,75.19_8
75.19,9,24.624,75.19_9
75.2,1,301.091,75.2_1
75.2,10,164.175,75.2_10
75.2,11,371.504,75.2_11
75.2,12,319.238,75.2_12
75.2,2,203.084,75.2_2
75.2,3,187.385,75.2_3
75.2,4,123.693,75.2_4
75.2,5,65.721,75.2_5
75.2,6,37.797,75.2_6
75.2,7,14.116,75.2_7
75.2,8,7.046,75.2_8
75.2,9,24.746,75.2_9
75.21,1,304.998,75.21_1
75.21,10,165.262,75.21_10
75.21,11,374.423,75.21_11
75.21,12,322.935,75.21_12
75.21,2,206.576,75.21_2
75.21,3,190.705,75.21_3
75.21,4,124.864,75.21_4
75.21,5,65.958,75.21_5
75.21,6,37.881,75.21_6
75.21,7,14.185,75.21_7
75.21,8,7.127,75.21_8
75.21,9,24.938,75.21_9
75.22,1,309.409,75.22_1
75.22,10,166.535,75.22_10
75.22,11,377.739,75.22_11
75.22,12,327.11,75.22_12
75.22,2,210.523,75.22_2
75.22,3,194.427,75.22_3
75.22,4,126.239,75.22_4
75.22,5,66.26,75.22_5
75.22,6,37.989,75.22_6
75.22,7,14.274,75.22_7
75.22,8,7.239,75.22_8
75.22,9,25.201,75.22_9
75.23,1,314.324,75.23_1
75.23,10,167.994,75.23_10
75.23,11,381.449,75.23_11
75.23,12,331.761,75.23_12
75.23,2,214.929,75.23_2
75.23,3,198.549,75.23_3
75.23,4,127.818,75.23_4
75.23,5,66.626,75.23_5
75.23,6,38.12,75.23_6
75.23,7,14.382,75.23_7
75.23,8,7.381,75.23_8
75.23,9,25.534,75.23_9
75.24,1,319.742,75.24_1
75.24,10,169.639,75.24_10
75.24,11,385.556,75.24_11
75.24,12,336.889,75.24_12
75.24,2,219.79,75.24_2
75.24,3,203.072,75.24_3
75.24,4,129.6,75.24_4
75.24,5,67.057,75.24_5
75.24,6,38.274,75.24_6
75.24,7,14.51,75.24_7
75.24,8,7.554,75.24_8
75.24,9,25.936,75.24_9
75.25,1,325.665,75.25_1
75.25,10,171.469,75.25_10
75.25,11,390.059,75.25_11
75.25,12,342.494,75.25_12
75.25,2,225.107,75.25_2
75.25,3,207.996,75.25_3
75.25,4,131.585,75.25_4
75.25,5,67.552,75.25_5
75.25,6,38.452,75.25_6
75.25,7,14.657,75.25_7
75.25,8,7.758,75.25_8
75.25,9,26.409,75.25_9
75.26,1,332.091,75.26_1
75.26,10,173.485,75.26_10
75.26,11,394.957,75.26_11
75.26,12,348.575,75.26_12
75.26,2,230.881,75.26_2
75.26,3,213.319,75.26_3
75.26,4,133.774,75.26_4
75.26,5,68.112,75.26_5
75.26,6,38.653,75.26_6
75.26,7,14.823,75.26_7
75.26,8,7.994,75.26_8
75.26,9,26.952,75.26_9
75.27,1,339.02,75.27_1
75.27,10,175.687,75.27_10
75.27,11,400.252,75.27_11
75.27,12,355.133,75.27_12
75.27,2,237.111,75.27_2
75.27,3,219.043,75.27_3
75.27,4,136.164,75.27_4
75.27,5,68.738,75.27_5
75.27,6,38.877,75.27_6
75.27,7,15.01,75.27_7
75.27,8,8.261,75.27_8
75.27,9,27.565,75.27_9
75.28,1,346.454,75.28_1
75.28,10,178.076,75.28_10
75.28,11,405.943,75.28_11
75.28,12,362.167,75.28_12
75.28,2,243.797,75.28_2
75.28,3,225.168,75.28_3
75.28,4,138.76,75.28_4
75.28,5,69.429,75.28_5
75.28,6,39.124,75.28_6
75.28,7,15.216,75.28_7
75.28,8,8.559,75.28_8
75.28,9,28.248,75.28_9
75.29,1,354.391,75.29_1
75.29,10,180.651,75.29_10
75.29,11,412.029,75.29_11
75.29,12,369.678,75.29_12
75.29,2,250.941,75.29_2
75.29,3,231.694,75.29_3
75.29,4,141.558,75.29_4
75.29,5,70.184,75.29_5
75.29,6,39.395,75.29_6
75.29,7,15.442,75.29_7
75.29,8,8.888,75.29_8
75.29,9,29.001,75.29_9
75.3,1,362.832,75.3_1
75.3,10,183.412,75.3_10
75.3,11,418.512,75.3_11
75.3,12,377.666,75.3_12
75.3,2,258.542,75.3_2
75.3,3,238.621,75.3_3
75.3,4,144.558,75.3_4
75.3,5,71.003,75.3_5
75.3,6,39.689,75.3_6
75.3,7,15.687,75.3_7
75.3,8,9.248,75.3_8
75.3,9,29.825,75.3_9
75.31,1,371.343,75.31_1
75.31,10,186.154,75.31_10
75.31,11,425.038,75.31_11
75.31,12,385.731,75.31_12
75.31,2,266.242,75.31_2
75.31,3,245.74,75.31_3
75.31,4,147.594,75.31_4
75.31,5,71.826,75.31_5
75.31,6,39.986,75.31_6
75.31,7,15.928,75.31_7
75.31,8,9.601,75.31_8
75.31,9,30.63,75.31_9
75.32,1,379.924,75.32_1
75.32,10,188.879,75.32_10
75.32,11,431.609,75.32_11
75.32,12,393.872,75.32_12
75.32,2,274.04,75.32_2
75.32,3,253.053,75.32_3
75.32,4,150.667,75.32_4
75.32,5,72.652,75.32_5
75.32,6,40.285,75.32_6
75.32,7,16.166,75.32_7
75.32,8,9.945,75.32_8
75.32,9,31.417,75.32_9
75.33,1,388.576,75.33_1
75.33,10,191.586,75.33_10
75.33,11,438.224,75.33_11
75.33,12,402.091,75.33_12
75.33,2,281.938,75.33_2
75.33,3,260.558,75.33_3
75.33,4,153.775,75.33_4
75.33,5,73.481,75.33_5
75.33,6,40.588,75.33_6
75.33,7,16.401,75.33_7
75.33,8,10.282,75.33_8
75.33,9,32.185,75.33_9
75.34,1,397.296,75.34_1
75.34,10,194.275,75.34_10
75.34,11,444.882,75.34_11
75.34,12,410.388,75.34_12
75.34,2,289.936,75.34_2
75.34,3,268.256,75.34_3
75.34,4,156.92,75.34_4
75.34,5,74.313,75.34_5
75.34,6,40.893,75.34_6
75.34,7,16.633,75.34_7
75.34,8,10.612,75.34_8
75.34,9,32.934,75.34_9
75.35,1,406.087,75.35_1
75.35,10,196.946,75.35_10
75.35,11,451.586,75.35_11
75.35,12,418.76,75.35_12
75.35,2,298.033,75.35_2
75.35,3,276.145,75.35_3
75.35,4,160.101,75.35_4
75.35,5,75.15,75.35_5
75.35,6,41.201,75.35_6
75.35,7,16.861,75.35_7
75.35,8,10.935,75.35_8
75.35,9,33.665,75.35_9
75.36,1,414.946,75.36_1
75.36,10,199.6,75.36_10
75.36,11,458.332,75.36_11
75.36,12,427.209,75.36_12
75.36,2,306.231,75.36_2
75.36,3,284.227,75.36_3
75.36,4,163.32,75.36_4
75.36,5,75.99,75.36_5
75.36,6,41.511,75.36_6
75.36,7,17.087,75.36_7
75.36,8,11.25,75.36_8
75.36,9,34.377,75.36_9
75.37,1,423.874,75.37_1
75.37,10,202.236,75.37_10
75.37,11,465.123,75.37_11
75.37,12,435.736,75.37_12
75.37,2,314.529,75.37_2
75.37,3,292.502,75.37_3
75.37,4,166.574,75.37_4
75.37,5,76.833,75.37_5
75.37,6,41.825,75.37_6
75.37,7,17.309,75.37_7
75.37,8,11.557,75.37_8
75.37,9,35.072,75.37_9
75.38,1,432.872,75.38_1
75.38,10,204.854,75.38_10
75.38,11,471.957,75.38_11
75.38,12,444.339,75.38_12
75.38,2,322.925,75.38_2
75.38,3,300.97,75.38_3
75.38,4,169.865,75.38_4
75.38,5,77.681,75.38_5
75.38,6,42.14,75.38_6
75.38,7,17.527,75.38_7
75.38,8,11.857,75.38_8
75.38,9,35.747,75.38_9
75.39,1,441.939,75.39_1
75.39,10,207.453,75.39_10
75.39,11,478.834,75.39_11
75.39,12,453.02,75.39_12
75.39,2,331.421,75.39_2
75.39,3,309.63,75.39_3
75.39,4,173.191,75.39_4
75.39,5,78.531,75.39_5
75.39,6,42.46,75.39_6
75.39,7,17.742,75.39_7
75.39,8,12.15,75.39_8
75.39,9,36.404,75.39_9
75.4,1,451.076,75.4_1
75.4,10,210.035,75.4_10
75.4,11,485.757,75.4_11
75.4,12,461.778,75.4_12
75.4,2,340.017,75.4_2
75.4,3,318.483,75.4_3
75.4,4,176.554,75.4_4
75.4,5,79.385,75.4_5
75.4,6,42.782,75.4_6
75.4,7,17.954,75.4_7
75.4,8,12.435,75.4_8
75.4,9,37.043,75.4_9
75.41,1,460.863,75.41_1
75.41,10,212.754,75.41_10
75.41,11,493.088,75.41_11
75.41,12,471.107,75.41_12
75.41,2,349.257,75.41_2
75.41,3,327.918,75.41_3
75.41,4,180.068,75.41_4
75.41,5,80.247,75.41_5
75.41,6,43.104,75.41_6
75.41,7,18.166,75.41_7
75.41,8,12.729,75.41_8
75.41,9,37.721,75.41_9
75.42,1,471.299,75.42_1
75.42,10,215.612,75.42_10
75.42,11,500.826,75.42_11
75.42,12,481.005,75.42_12
75.42,2,359.137,75.42_2
75.42,3,337.936,75.42_3
75.42,4,183.734,75.42_4
75.42,5,81.117,75.42_5
75.42,6,43.425,75.42_6
75.42,7,18.378,75.42_7
75.42,8,13.032,75.42_8
75.42,9,38.435,75.42_9
75.43,1,482.384,75.43_1
75.43,10,218.607,75.43_10
75.43,11,508.972,75.43_11
75.43,12,491.475,75.43_12
75.43,2,369.659,75.43_2
75.43,3,348.537,75.43_3
75.43,4,187.551,75.43_4
75.43,5,81.994,75.43_5
75.43,6,43.745,75.43_6
75.43,7,18.59,75.43_7
75.43,8,13.345,75.43_8
75.43,9,39.188,75.43_9
75.44,1,494.119,75.44_1
75.44,10,221.741,75.44_10
75.44,11,517.527,75.44_11
75.44,12,502.514,75.44_12
75.44,2,380.823,75.44_2
75.44,3,359.72,75.44_3
75.44,4,191.518,75.44_4
75.44,5,82.878,75.44_5
75.44,6,44.064,75.44_6
75.44,7,18.802,75.44_7
75.44,8,13.666,75.44_8
75.44,9,39.979,75.44_9
75.45,1,506.503,75.45_1
75.45,10,225.012,75.45_10
75.45,11,526.49,75.45_11
75.45,12,514.124,75.45_12
75.45,2,392.63,75.45_2
75.45,3,371.487,75.45_3
75.45,4,195.637,75.45_4
75.45,5,83.772,75.45_5
75.45,6,44.382,75.45_6
