Sim	Year	Month	QM	erieOut	ontNBS	stlouisontOut	ontNTS	iceInd	lsdamR	saundershwR	ptclaireR	ogdensburgR	cardinalR	iroquoishwR	iroquoistwR	morrisburgR	saunderstwR	cornwallR	summerstownR	jetty1R	varennesR	sorelR	stpierreR	threeriversR	batiscanR	ontNBS_QM1	ontNBS_QM2	ontNBS_QM3	ontNBS_QM4	erieOut_QM1	erieOut_QM2	erieOut_QM3	erieOut_QM4	slonFlow_QM1	slonFlow_QM2	slonFlow_QM3	slonFlow_QM4	ontNTS_QM1	ontNTS_QM2	ontNTS_QM3	ontNTS_QM4	forNTS	indicator	confidence	ontLevel	ontFlow	kingstonLevel	stlouisFlow	airTemp	freezingDiff
1	2030	1	1	5401	1496	1218	6897	2	1.14445454545455	1.15268595041322	1.06893388429752	1.07611881190083	1.09388118809917	1.11475247520661	1.1165544553719	1.19484158413223	1.07134653471074	1.24738613867769	1.32515841586777	1.0766930692562	1.08367326727273	1.07271287123967	1.04197029702479	1.03821782181818	1.00236633669421																		-1.0		74.744				61.4226451612903	29.42264516129032
2	2030	1	2	5130	1189	1145	6319	2	1.39779338842975	1.4129173553719	1.12867768595041	1.17502970297521	1.21953465338843	1.30802970297521	1.326	1.54179207917355	1.12281188115702	1.59468316826446	1.56801980198347	1.12358415834711	1.12579207917355	1.11642574264463	1.07558415834711	1.06161386132231	1.02725742578512																		-1.0		74.744				61.4226451612903	29.42264516129032
3	2030	1	3	4924	2655	1365	7579	2	1.59786776859504	1.60918181818182	1.13006611570248	1.2446930692562	1.28202970297521	1.44702970297521	1.46618811884298	1.70017821785124	1.13140594066116	1.69073267322314	1.69745544561983	1.13015841586777	1.13940594066116	1.12278217818182	1.06638613867769	1.04485148512397	1.01171287123967																		-1.0		74.744				61.4226451612903	29.42264516129032
4	2030	1	4	4989	2324	1651	7313	2	1.64182644628099	1.6529173553719	1.13690909090909	1.25595049504132	1.28009900991736	1.46291089107438	1.47249504958678	1.67224752479339	1.12527722776859	1.69040594066116	1.70301980198347	1.13123762380165	1.14326732677686	1.12997029702479	1.08859405933884	1.06926732677686	1.04526732677686																		-1.0		74.744				61.4226451612903	29.42264516129032
5	2030	2	5	5337	3043	1407	8380	2	1.69309917355372	1.69995041322314	1.12854545454545	1.2685544553719	1.31542574264463	1.5165544553719	1.52627722776859	1.73959405933884	1.11993069305785	1.65481188115702	1.70932673272727	1.14074257421488	1.15296039603306	1.14480198016529	1.0971386138843	1.08150495041322	1.05221782181818																		-1.0		74.744				50.6991428571429	18.6991428571429
6	2030	2	6	5406	1923	1381	7329	1	1.72495041322314	1.72929752066116	1.12405785123967	1.27008910892562	1.33237623768595	1.51864356429752	1.52479207917355	1.73296039603306	1.11587128710744	1.65824752479339	1.73772277223141	1.1455544553719	1.16411881190083	1.13614851487603	1.08387128710744	1.06326732677686	1.03484158413223									1173.0925856959998	1011.278457197267	928.7588680458608	1119.083731462223						-1.0		74.744				50.6991428571429	18.6991428571429
7	2030	2	7	5515	1916	1202	7431	1	1.65227272727273	1.65789256198347	1.07989256198347	1.26850495041322	1.32922772280992	1.50479207917355	1.50507920793388	1.69179207917355	1.10958415834711	1.58690099008264	1.71471287123967	1.13437623768595	1.14838613867769	1.13458415834711	1.08391089107438	1.07639603966942	1.03789108909091									1191.783674296	1055.6595743197872	1212.6928868263929	1174.5390939631636						-1.0		74.744				50.6991428571429	18.6991428571429
8	2030	2	8	5555	1281	1064	6836	1	1.58414876033058	1.58960330578512	1.07427272727273	1.25028712876033	1.29548514859504	1.45740594066116	1.4591683168595	1.60991089107438	1.10199009900826	1.5505544553719	1.78047524760331	1.12377227719008	1.1418316831405	1.10488118809917	1.06632673272727	1.06857425735537	1.05268316826446									1064.529388296	1218.9286382145872	1179.1389377122582	1390.5717656812376						-1.0		74.744				50.6991428571429	18.6991428571429
9	2030	3	9	5576	1381	980	6957	1	1.50997520661157	1.51355371900826	1.0576694214876	1.22751485140496	1.26420792082645	1.38514851487603	1.3903069307438	1.52097029702479	1.09635643570248	1.53838613867769	1.77494059404959	1.11023762380165	1.12306930694215	1.10570297024793	1.08215841586777	1.08311881190083	1.06861386132231									1218.4690232960002	1178.8158143215874	1390.3334115493558	1798.6829356535618						-1.0		74.744				57.8097419354839	25.8097419354839
10	2030	3	10	5616	2368	1011	7984	1	1.40412396694215	1.40788429752066	1.03642148760331	1.18345544561983	1.2168316831405	1.30095049504132	1.30635643570248	1.4108613861157	1.08833663371901	1.50550495041322	1.78634653471074	1.0837227722314	1.08990099008264	1.07059405933884	1.06258415834711	1.06750495041322	1.0583069307438									971.777008296	1244.7787780985873	1691.3135860515472	2242.4290130384425						-1.0		74.744				57.8097419354839	25.8097419354839
11	2030	3	11	5692	2611	1167	8303	0	1.28128925619835	1.28476033057851	1.02377685950413	1.10941584165289	1.13167326727273	1.1993069307438	1.19698019801653	1.2798316831405	1.07424752479339	1.41479207917355	1.65879207917355	1.05561386132231	1.05961386132231	1.04570297024793	1.02966336628099	1.03732673272727	1.01678217818182									1278.832179496	1715.254172134427	2260.088946603383	2407.5900165379912						-1.0		74.744				57.8097419354839	25.8097419354839
12	2030	3	12	5727	1799	1221	7526	0	1.1150826446281	1.11655371900826	1.01669421487603	1.01984158413223	1.03943564363636	1.07087128710744	1.06408910892562	1.11	1.05123762380165	1.29285148512397	1.51749504958678	1.0171683168595	1.01262376231405	1.00581188115702	1.00392079206612	1.01337623768595	1.0028613861157									1618.1614738960002	2191.829800532508	2357.2382005616364	2521.31266628727						-1.0		74.744				57.8097419354839	25.8097419354839
13	2030	4	13	5749	3309	1672	9058	0	1.00985123966942	1.00944628099174	1.01235537190083	1.0028316831405	0.992207920826446	1.00091089107438	0.993425742644628	1.0112772277686	1.02124752479339	1.11559405933884	1.25064356429752	1.01548514859504	1.01554455438017	1.0188613861157	1.028	1.02212871289256	1.02066336628099									1847.014208896	2114.822259259507	2342.4929246294178	2372.017914724166						-1.0		74.744				76.042	44.042
14	2030	4	14	5784	2888	2097	8672	0	0.970702479338843	0.967173553719008	1.00585123966942	0.971237623801653	0.971900990082645	0.975019801983471	0.967663366280992	0.975851485123967	1.0044455446281	0.997079207933884	1.0176930692562	1.0048316831405	1.00502970297521	1.01162376231405	1.02499009900826	1.01478217818182	1.01160396033058									1962.874923096	2235.669284927947	2293.218741898477	2334.8742620067533						-1.0		74.744				76.042	44.042
15	2030	4	15	5869	2228	2095	8097	0	0.985206611570248	0.980471074380165	1.00501652892562	0.996683168264463	0.982514851404959	0.985455445619835	0.975217821818182	0.98491089107438	0.997326732727273	0.937970297024793	0.875247524793388	1.00108910892562	1.00120792082645	1.0066930692562	1.01187128710744	1.00454455438017	1.01131683173554									2352.116676696	2375.0848314034674	2395.263330882284	2280.3082949942564						-1.0		74.744				76.042	44.042
16	2030	4	16	5919	1207	1922	7126	0	0.992206611570248	0.987735537190083	1.00494214876033	1.02333663371901	1.00060396033058	1.00204950495868	0.997118811900826	1.00141584165289	0.995227722809917	0.949445544628099	0.89862376231405	1.00596039603306	1.00980198016529	1.0171386138843	1.01014851487603	1.01046534661157	1.02815841586777									2151.856132696	2238.3267061026672	2164.5429433057293	2021.8984920863463						-1.0		74.744				76.042	44.042
17	2030	5	17	6029	682	1373	6711	0	0.980413223140496	0.974123966942149	1.00374380165289	1.00395049504132	0.983633663305785	0.984920792066116	0.98191089107438	0.984079207933884	0.988930693057851	0.929118811900826	0.866762376198347	1.00399009900826	1.00622772280992	1.01160396033058	1.01768316826446	1.00634653471074	1.00680198016529									2038.765611696	2024.245370570468	1918.407048508073	1730.164434587119						-1.0		74.744				92.5516774193548	60.5516774193548
18	2030	5	18	6079	2489	1650	8568	0	0.97696694214876	0.970173553719008	1.00357024793388	1.02025742578512	0.987920792066116	0.989019801983471	0.98537623768595	0.989069306942149	0.989584158347107	0.932990099008264	0.878732673223141	0.999415841652893	1.0034455446281	1.00763366330579	1.01967326727273	1.00517821785124	1.00627722776859									1446.227666496	1512.042866547827	1430.4071758572973	1312.6229375246978						-1.0		74.744				92.5516774193548	60.5516774193548
19	2030	5	19	6112	2078	2112	8190	0	0.981157024793388	0.974338842975207	1.00365289256198	1.01097029702479	0.986980198016529	0.987970297024793	0.984475247603306	0.987772277190083	0.989970297024793	0.938118811900826	0.882326732727273	1.00145544561983	1.00565346528926	1.01062376231405	1.02428712876033	1.00905940595041	1.0161683168595									1688.958006496	1554.7839477358273	1404.370295788719	1221.342565045599						-1.0		74.744				92.5516774193548	60.5516774193548
20	2030	5	20	6095	1954	1895	8049	0	0.981553719008264	0.97597520661157	1.00089256198347	1.01922772280992	0.991138613884297	0.991504950413223	0.988613861322314	0.993653465289256	0.987277227768595	0.927039603966942	0.866029702975207	0.994188118842975	0.99817821785124	1.00271287123967	1.02364356429752	1.00705940595041	1.02450495041322									1922.069006496	1662.5829619358271	1411.8148665171589	1225.3185041357506						-1.0		74.744				92.5516774193548	60.5516774193548
21	2030	6	21	6055	1066	1781	7121	0	0.981826446280992	0.975586776859504	0.998801652892562	1.00606930694215	0.986980198016529	0.986980198016529	0.983227722809917	0.989653465289256	0.988029702975207	0.931039603966942	0.883792079173554	0.986009900991735	0.990158415867769	0.986158415867769	0.996673267272727	0.989415841652893	0.996138613884297									1639.081650496	1395.2927234566273	1213.1308347199174	1101.2872046313826						-1.0		74.744				102.942	70.94200000000001
22	2030	6	22	6038	478	1411	6516	0	0.990743801652893	0.983669421487603	0.997842975206612	1.02928712876033	1.00462376231405	1.00464356429752	0.995128712892562	1.00404950495868	0.990168316859504	0.935881188099174	0.879297029752066	0.983752475206612	0.991019801983471	0.987	0.986544554380165	0.98553465338843	0.990198019834711					5991.1241275004	5910.085526752628	5916.15541801413	5918.291710252265	1518.5062344960002	1299.7537136854276	1165.1851510909617	1047.7199329607931						-1.0		74.744				102.942	70.94200000000001
23	2030	6	23	5968	323	949	6291	0	1.00333884297521	0.994925619834711	1.00047107438017	1.03076237619835	1.0128613861157	1.01057425735537	1.00502970297521	1.01394059404959	0.992762376198347	0.944841584132231	0.901495049586777	0.990475247603306	0.99691089107438	0.991247524793388	0.992495049586777	0.996118811900826	1.00548514859504					6038.0	5961.8991710304	6010.633670350399	5961.236527292492	1206.416800896	1099.5664374339071	999.3158496276318	897.0199844308463						-1.0		74.744				102.942	70.94200000000001
24	2030	6	24	5914	634	803	6548	0	1.01747107438017	1.01020661157025	1.00147107438017	1.04012871289256	1.02346534661157	1.02257425735537	1.01503960396694	1.02296039603306	0.998306930743802	0.971188118842975	0.962346534710744	0.998415841652893	1.00815841586777	1.00184158413223	1.00343564363636	1.00990099008264	1.01448514859504					5968.0	6010.633670350399	5964.7066788104	5946.069990025708	876.0771708960001	842.1960376679074	781.1195034927907	723.7135068264217						-1.0		74.744				102.942	70.94200000000001
25	2030	7	25	5806	616	761	6422	0	1.02052066115702	1.0134132231405	1.00152892561983	1.03222772280992	1.0235544553719	1.02052475239669	1.01449504958678	1.02358415834711	0.998752475206612	0.978504950413223	0.970326732727273	0.998455445619835	1.00434653471074	0.998554455371901	1.00220792082645	1.00241584165289	1.00203960396694					5914.0	5964.7066788104	5891.104758330401	5902.543315547756	778.7504378960001	736.5153000773073	690.8109176288317	639.9507555767645						-1.0		74.744				106.6807096774193	74.6807096774193
26	2030	7	26	5753	618	798	6371	0	1.03242975206612	1.02652892561983	1.00293388429752	1.04236633669421	1.03218811884298	1.0293069307438	1.0215544553719	1.03032673272727	1.00167326727273	0.996574257355372	1.00952475239669	0.998079207933884	1.00264356429752	0.997118811900826	0.983504950413223	0.99953465338843	1.0016930692562					5806.0	5891.104758330401	5812.2709566404	5852.562850188732	721.104369896	679.9765608397072	631.9587197739475	591.9384606380661						-1.0		74.744				106.6807096774193	74.6807096774193
27	2030	7	27	5684	485	943	6169	0	1.03625619834711	1.02952066115702	1.00633884297521	1.04243564363636	1.03333663371901	1.03147524760331	1.01605940595041	1.03302970297521	1.0045544553719	1.02482178214876	1.07047524760331	1.00749504958678	1.01175247520661	1.01067326727273	1.00034653471074	1.00812871289256	1.01622772280992	540.5134052096	485.58147208207606	423.8737758575463	388.9621104756259	5753.0	5812.2709566404	5774.008863650401	5777.325432187459	746.737346896	678.8936008711071	626.560289827409	575.8519884471183	6293.5134052096	6297.852428722476	6197.882639507947	6166.287542663085		-1.0		74.744				106.6807096774193	74.6807096774193
28	2030	7	28	5668	-148	847	5520	0	1.04627272727273	1.0398347107438	1.00880165289256	1.04119801983471	1.04032673272727	1.0354455446281	1.02074257421488	1.03651485140496	1.00567326727273	1.03706930694215	1.10596039603306	1.01378217818182	1.01609900991736	1.01878217818182	1.01087128710744	1.01161386132231	1.00984158413223	459.2348099696	403.0814986211721	374.0930162636695	245.7219376281937	5684.0	5774.008863650401	5704.3649120504	5752.288539184748	849.288836296	746.3533687681872	664.2181549356936	626.9940961725979	6143.2348099696	6177.090362271572	6078.457928314069	5998.010476812941		-1.0		74.744				106.6807096774193	74.6807096774193
29	2030	8	29	5684	-42	747	5642	0	1.04646280991736	1.04142148760331	1.011	1.05107920793388	1.04471287123967	1.04008910892562	1.02594059404959	1.04022772280992	1.00802970297521	1.06194059404959	1.15858415834711	1.01818811884298	1.02039603966942	1.02003960396694	1.00550495041322	1.00352475239669	1.00022772280992	114.88785780959972	146.65615720603603	83.07596835055801	81.37792112531463	5668.0	5704.3649120504	5691.9906975404	5700.864337864668	744.3662010960002	662.8211150875474	625.9635603778422	606.536834445611	5782.8878578096	5851.021069256436	5775.066665890958	5782.242258989983		-1.0		74.744				102.4226451612903	70.42264516129029
30	2030	8	30	5668	261	731	5929	0	1.04199173553719	1.03663636363636	1.01113223140496	1.03906930694215	1.04175247520661	1.03662376231405	1.02401980198347	1.03814851487603	1.00812871289256	1.06426732677686	1.17894059404959	1.02075247520661	1.0246930692562	1.02751485140496	1.01546534661157	1.01741584165289	1.00914851487603	72.19717988959985	24.31438054520413	39.35599273387106	66.00149694577112	5684.0	5691.9906975404	5689.2807758904	5683.956361331379	665.1077792959999	627.5711554807872	607.722687733373	587.4295023582163	5756.1971798896	5716.305078085605	5728.636768624271	5749.95785827715		-1.0		74.744				102.4226451612903	70.42264516129029
31	2030	8	31	5628	308	783	5936	0	1.04594214876033	1.0415867768595	1.01043801652893	1.04720792082645	1.04722772280992	1.04012871289256	1.02701980198347	1.03917821785124	1.00856435636364	1.06101980198347	1.17166336628099	1.02511881190083	1.02499009900826	1.03177227719008	1.02153465338843	1.01649504958678	1.02467326727273	113.92019896960004	110.07117520057216	116.57174946595272	246.04674406977176	5668.0	5689.2807758904	5670.310452570399	5646.212983906859	684.778781496	647.9414041908271	617.0971077479496	606.187562868456	5781.9201989696	5799.351951090972	5786.882202036352	5892.259727976631		-1.0		74.744				102.4226451612903	70.42264516129029
32	2030	8	32	5605	-155	815	5450	0	1.0389173553719	1.03543801652893	1.00877685950413	1.03468316826446	1.0393069307438	1.03494059404959	1.02123762380165	1.03350495041322	1.01018811884298	1.06701980198347	1.17775247520661	1.01811881190083	1.01558415834711	1.01753465338843	1.00150495041322	0.997336633719008	0.984693069256198	202.1814487695999	189.2633995956521	298.0304196389976	368.1932345497384	5628.0	5670.310452570399	5611.3564785804	5635.958558282443	733.217066096	677.0485146805472	650.4111194634846	663.4919529114297	5830.1814487696	5859.573852166051	5909.386898219398	6004.151792832181		-1.0		74.744				102.4226451612903	70.42264516129029
33	2030	9	33	5592	-309	716	5283	0	1.03790909090909	1.03401652892562	1.00767768595041	1.03889108909091	1.04102970297521	1.0355544553719	1.02143564363636	1.03350495041322	1.00981188115702	1.0651386138843	1.17667326727273	1.02027722776859	1.01798019801653	1.01940594066116	1.00776237619835	1.00376237619835	1.00754455438017	19.74508400959985	164.24983676055592	272.52328613879286	221.74846004492656	5605.0	5611.3564785804	5598.8099728604	5552.766572936932	748.0524578959999	700.329070241307	700.3142634172166	718.6026126851227	5624.7450840096	5775.606315340956	5871.333258999193	5774.515032981859		-1.0		74.744				92.042	60.042
34	2030	9	34	5569	252	671	5821	0	1.031	1.02676859504132	1.0075041322314	1.02849504958678	1.03248514859504	1.0255544553719	1.01450495041322	1.02545544561983	1.01037623768595	1.06262376231405	1.17082178214876	1.01929702975207	1.01733663371901	1.02073267322314	0.997445544628099	1.00866336628099	1.0085544553719	8.22741988959956	149.3934060492038	133.69510415006926	169.58035636684576	5592.0	5598.8099728604	5541.7566079204	5583.759242553396	672.501126296	680.7503649461873	704.1711720314333	754.765154800994	5600.227419889599	5748.203378909604	5675.4517120704695	5753.339598920242		-1.0		74.744				92.042	60.042
35	2030	9	35	5501	127	655	5628	0	1.03376033057851	1.03057851239669	1.00519834710744	1.04870297024793	1.04023762380165	1.03240594066116	1.02382178214876	1.03157425735537	1.01092079206612	1.06879207917355	1.18770297024793	1.01826732677686	1.01503960396694	1.01965346528926	1.00271287123967	1.01208910892562	1.02340594066116	265.08787256959977	224.998944171132	234.8740894078603	329.7114461568341	5569.0	5541.7566079204	5566.8033299904	5588.198131595523	679.4470870960001	703.2549277127473	754.089281046641	777.1211303103285	5834.0878725696	5766.755552091532	5801.67741939826	5917.909577752357		-1.0		74.744				92.042	60.042
36	2030	9	36	5457	-436	622	5021	0	1.01909917355372	1.01509090909091	1.00440495867769	1.00770297024793	1.0174455446281	1.01467326727273	1.004	1.01557425735537	1.00943564363636	1.05951485140496	1.16890099008264	1.01108910892562	1.00438613867769	1.00254455438017	0.986039603966942	0.98862376231405	0.97982178214876	159.46243984959997	183.15394508222005	292.72503577516693	341.9928453875775	5501.0	5566.8033299904	5565.015773010399	5465.31855082894	682.029966696	739.1674821814672	766.1139655017435	801.0234017071059	5660.4624398496	5749.95727507262	5857.740808785567	5807.311396216517		-1.0		74.744				92.042	60.042
37	2030	10	37	5398	107	577	5505	0	1.00356198347107	0.999909090909091	1.00109090909091	0.978435643636364	0.998742574214876	0.997396039669421	0.992930693057851	0.998	1.00994059404959	1.06138613867769	1.16023762380165	1.00654455438017	1.00423762380165	1.00112871289256	0.988514851404959	0.992158415867769	0.989217821818182	-99.45252887039987	69.69746096770825	182.5000691045236	278.1740357589076	5457.0	5565.015773010399	5402.8624167304	5517.901441008715	687.0494650960002	729.4734002923474	773.9952435350497	893.4622895568101	5357.5474711296	5634.713233978107	5585.362485834923	5796.075476767623		-1.0		74.744				85.7452258064516	53.7452258064516
38	2030	10	38	5353	-436	662	4917	0	1.00352892561983	0.999661157024793	1.00119834710744	1.00088118809917	1.00289108909091	1.00137623768595	0.996712871239669	1.00218811884298	1.00779207917355	1.04728712876033	1.13756435636364	1.00964356429752	1.00497029702479	1.00277227719008	0.984	1.00175247520661	1.00322772280992	167.6798311696001	259.8258645626921	333.47170828467483	448.06830673410775	5398.0	5402.8624167304	5422.9028693204	5356.331808246651	633.928454696	706.8242150630672	843.9131308103484	924.2083667649756	5565.6798311696	5662.688281293092	5756.374577605075	5804.400114980759		-1.0		74.744				85.7452258064516	53.7452258064516
39	2030	10	39	5263	-667	608	4596	0	0.992504132231405	0.988892561983471	0.999859504132231	0.985732673223141	0.992455445619835	0.996960396033058	0.989198019834711	0.997742574214876	1.00611881190083	1.04173267322314	1.12075247520661	1.00342574264463	0.995653465289256	0.992405940661157	0.972495049586777	0.993207920826446	0.991445544628099	-26.680583310400152	107.3663493304839	286.3745275536046	506.2180140045231	5353.0	5422.9028693204	5327.9700656104	5412.491025419843	731.195930696	861.0471947262671	936.8474236955386	992.1938790385146	5326.3194166896	5530.269218650884	5614.344593164004	5918.709039424366		-1.0		74.744				85.7452258064516	53.7452258064516
40	2030	10	40	5218	-442	448	4776	0	0.986685950413223	0.98401652892562	0.998652892561983	0.979059405950413	0.988594059338843	0.989079207933884	0.984069306942149	0.989079207933884	1.00663366330579	1.04057425735537	1.12243564363636	0.994524752396694	0.973990099008264	0.977613861322314	0.964059405950413	0.984871287107438	0.981782178181818	-196.5292458304	46.54598917849182	334.71043495123354	537.9531733444855	5263.0	5327.9700656104	5321.5382733504	5298.706036629596	754.088487696	861.6521707136673	936.7255973739994	1008.1675206743012	5066.4707541696	5374.516054788892	5656.248708301634	5836.659209974081		-1.0		74.744				85.7452258064516	53.7452258064516
