C1,addC1,C2,P1,P2,rcThreshold,wetDenominator,dryDenominator,adjLevel,adjFlow,lf50Conf,lf99Conf,lfDryThreshold,lfWetThreshold,Coastal Impacts: Upstream Buildings Impacted (#),Coastal Impacts: Downstream Buildings Impacted (#),Commercial Navigation: Ontario + Seaway + Montreal Transportation Costs ($),Hydropower: Moses-Saunders + Niagara Energy Value ($),Meadow Marsh: Area (ha),Muskrat Lodge Viability (%),Recreational Boating: Impact Costs ($)
0.0,128.8805815645131,183.04271277465105,1.0474859255010927,0.6586003402711528,5872.579204577144,1431.5907215390655,1133.3169084542903,76.31725902629952,50.0,218.48873547191383,131.84447775944307,9000.0,7336.858286365929,-30.22628046804496,-7.145935598681743,-1.4053130512425742,-0.0049930421904556,-20.17415824068401,-4.19939204349631,82.33139955061989
14.9343045100464,110.64004656175153,188.24706388338598,1.2086819170009453,1.1838166104350543,6697.080539775568,1231.719236172047,933.1543953926187,74.06675812632264,37.16344485961508,165.6136784295925,145.4557568739638,8565.912211828247,7088.584674045027,39.36874379503683,-4.225398294428562,-1.7142031880979325,-0.3742743351425983,-4.453731871716402,0.1250306899754595,-22.513216889508055
0.0,216.07796347924543,179.1814415663788,2.0,1.8818128998532684,7260.177330004507,80.62568560626907,1855.4052019659844,75.04097909248456,37.42994182584822,208.60270017017044,175.6233084468619,7245.706238728426,7431.603317247264,-30.36501244663685,-17.163702526981808,-3.2920357460322265,0.9169946558624772,-31.68003159097828,-15.581885074741775,27.245013980989626
990.2960585654232,0.200851370446725,183.05098942552019,0.5,2.0,5983.6830418934605,747.5473227006916,416.0071909198027,77.0,-50.0,179.95353702389232,0.0,5500.0,8850.033462446463,13.037276616950242,-6.279470642106482,-1.894325246171758,1.596274204687134,-6.271479622806127,-35.198741011898946,44.89021062336093
0.0,59.12868847455478,153.06732340700967,0.5,0.6817724730144374,6700.684179166449,1.0,665.000365330977,76.53234703213901,50.0,223.49854071170589,138.98728553200002,8384.94723487153,5689.399480199657,84.70952413332753,-4.019156347414547,-2.034500924365529,1.418739427795474,-3.3666734064900927,-25.009576581702404,29.89893181478461
701.2768393488475,98.12182455219823,248.45428784214937,0.5,0.9851097441626171,5915.147696782075,1695.73541940268,907.4473499825813,76.41445933974524,-16.42545396301196,250.0,139.3597328465597,6647.207621077768,5687.135857749667,-46.23584930652574,-6.333077367404134,-1.7879386571381948,1.8570381385485135,9.48022064035537,-41.96582845978229,85.17901050269191
0.0,98.39749112323977,135.25486941439354,1.1071102873939527,0.7081017276659383,6513.391336485198,1230.2688081984818,1220.0010743644398,75.99120822240667,12.253593750806758,214.32644209950553,117.01690435562689,8934.115512399218,7086.894627418067,14.52606556610344,-4.820373985664025,-1.7068657796226547,-0.318561500247042,-15.42081089749676,0.9282620232752404,-7.543942779553586
9.9762064962429,107.47447800174682,135.7190531113326,1.0566217328493757,0.6954353575179857,6812.535327857174,1104.4476799368465,1124.3266579420963,76.15469217540593,10.697663818740345,202.91515502775675,116.7181787091636,8958.119900084286,6972.989527931266,11.948099746894483,-4.958127052875899,-1.6867957818065042,-0.0238903361733773,4.610218881589192,2.9888305431254167,-22.614460237982087
23.518004747674603,174.54166225321146,193.58018226545803,0.830253876643404,0.6730368405918665,5723.420323360402,14.185988811031208,1124.337791361454,74.02195430407812,-19.689573270412332,149.27481731184008,29.397782742444875,6567.447748046827,7292.454871810154,327.0348074785215,-9.537020844056956,-1.236674205639548,2.4908024945714446,-55.59682188715421,-38.372403608054114,131.5155976682545
0.0,225.08021605553665,147.4051522362732,1.3487873299854058,0.7064327148597416,6758.627117711766,47.45922603546325,1242.811355017175,75.81532089563932,6.1138939747019805,142.4158684086838,194.6732061630715,6682.502303173813,7623.300142071608,22.102333565583308,-16.37197395803673,-3.3157052355833123,0.5764240236478451,-12.164794400555715,-10.7446885064961,-8.672560163560483
