gageDepth,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
-2.78,871124.4,690100.4,1156214,984116.8,705390.6,728917.8,782994,1047980.8,863944.4,486905,1163425.2,1584242,2416497.6,1974389.4,3372950,2173973,2175077.6,1472398.2,2758961.6,2114613.6,2066858.2,1511494.8,2871135.2,1960304.6,2180629.2,1442048.2,2737306.6,2206098.2,2076807.8,1395829.8,2772755.4,2359178.4,2345006.8,1566386,2752402.2,2038152.4,2480244.2,1745676.4,3137719.4,2589890,2541001.6,1728997.2,3428212.2,2268650.2,3113185.6,1761996.6,3423450.6,1554580.2
-2.77,868807.1,688240.1,1153140.5,981401.7,703378.9,726876.7,780852.5,1045168.2,861621.1,485517,1160193.3,1579542,2408768.4,1968311.1,3362813,2167297.5,2168470.9,1468189.8,2750539.4,2108281.9,2060614.8,1507153.2,2862255.8,1954282.4,2173984.3,1437808.3,2728614.9,2199409.8,2070699.2,1391937.7,2764170.6,2351897.1,2337616.2,1561720.5,2743652.8,2031979.1,2472574.3,1740357.1,3128083.1,2581846.5,2533412.4,1723874.3,3417942.3,2261998.3,3103619.9,1757107.4,3413703.4,1550615.3
-2.76,866489.8,686379.8,1150067,978686.6,701367.2,724835.6,778711,1042355.6,859297.8,484129,1156961.4,1574842,2401039.2,1962232.8,3352676,2160622,2161864.2,1463981.4,2742117.2,2101950.2,2054371.4,1502811.6,2853376.4,1948260.2,2167339.4,1433568.4,2719923.2,2192721.4,2064590.6,1388045.6,2755585.8,2344615.8,2330225.6,1557055,2734903.4,2025805.8,2464904.4,1735037.8,3118446.8,2573803,2525823.2,1718751.4,3407672.4,2255346.4,3094054.2,1752218.2,3403956.2,1546650.4
-2.75,864172.5,684519.5,1146993.5,975971.5,699355.5,722794.5,776569.5,1039543,856974.5,482741,1153729.5,1570142,2393310,1956154.5,3342539,2153946.5,2155257.5,1459773,2733695,2095618.5,2048128,1498470,2844497,1942238,2160694.5,1429328.5,2711231.5,2186033,2058482,1384153.5,2747001,2337334.5,2322835,1552389.5,2726154,2019632.5,2457234.5,1729718.5,3108810.5,2565759.5,2518234,1713628.5,3397402.5,2248694.5,3084488.5,1747329,3394209,1542685.5
-2.74,861855.2,682659.2,1143920,973256.4,697343.8,720753.4,774428,1036730.4,854651.2,481353,1150497.6,1565442,2385580.8,1950076.2,3332402,2147271,2148650.8,1455564.6,2725272.8,2089286.8,2041884.6,1494128.4,2835617.6,1936215.8,2154049.6,1425088.6,2702539.8,2179344.6,2052373.4,1380261.4,2738416.2,2330053.2,2315444.4,1547724,2717404.6,2013459.2,2449564.6,1724399.2,3099174.2,2557716,2510644.8,1708505.6,3387132.6,2242042.6,3074922.8,1742439.8,3384461.8,1538720.6
-2.73,859537.9,680798.9,1140846.5,970541.3,695332.1,718712.3,772286.5,1033917.8,852327.9,479965,1147265.7,1560742,2377851.6,1943997.9,3322265,2140595.5,2142044.1,1451356.2,2716850.6,2082955.1,2035641.2,1489786.8,2826738.2,1930193.6,2147404.7,1420848.7,2693848.1,2172656.2,2046264.8,1376369.3,2729831.4,2322771.9,2308053.8,1543058.5,2708655.2,2007285.9,2441894.7,1719079.9,3089537.9,2549672.5,2503055.6,1703382.7,3376862.7,2235390.7,3065357.1,1737550.6,3374714.6,1534755.7
-2.72,857220.6,678938.6,1137773,967826.2,693320.4,716671.2,770145,1031105.2,850004.6,478577,1144033.8,1556042,2370122.4,1937919.6,3312128,2133920,2135437.4,1447147.8,2708428.4,2076623.4,2029397.8,1485445.2,2817858.8,1924171.4,2140759.8,1416608.8,2685156.4,2165967.8,2040156.2,1372477.2,2721246.6,2315490.6,2300663.2,1538393,2699905.8,2001112.6,2434224.8,1713760.6,3079901.6,2541629,2495466.4,1698259.8,3366592.8,2228738.8,3055791.4,1732661.4,3364967.4,1530790.8
-2.71,854903.3,677078.3,1134699.5,965111.1,691308.7,714630.1,768003.5,1028292.6,847681.3,477189,1140801.9,1551342,2362393.2,1931841.3,3301991,2127244.5,2128830.7,1442939.4,2700006.2,2070291.7,2023154.4,1481103.6,2808979.4,1918149.2,2134114.9,1412368.9,2676464.7,2159279.4,2034047.6,1368585.1,2712661.8,2308209.3,2293272.6,1533727.5,2691156.4,1994939.3,2426554.9,1708441.3,3070265.3,2533585.5,2487877.2,1693136.9,3356322.9,2222086.9,3046225.7,1727772.2,3355220.2,1526825.9
-2.7,852586,675218,1131626,962396,689297,712589,765862,1025480,845358,475801,1137570,1546642,2354664,1925763,3291854,2120569,2122224,1438731,2691584,2063960,2016911,1476762,2800100,1912127,2127470,1408129,2667773,2152591,2027939,1364693,2704077,2300928,2285882,1529062,2682407,1988766,2418885,1703122,3060629,2525542,2480288,1688014,3346053,2215435,3036660,1722883,3345473,1522861
-2.69,850370.1,673495.8,1128692.3,959802.1,687361,710654.1,763836,1022836.9,843175.2,474510.8,1134521.4,1542269.9,2347446.9,1920180.2,3282403.8,2114361.8,2116005.5,1434780,2683697.2,2057940.5,2011075.7,1472673,2791907.5,1906547.7,2121271.3,1404214.3,2659749.6,2146436.8,2022225.2,1361067.1,2696168.3,2294131.1,2279005.4,1524712.1,2674233.7,1983072.7,2411933.7,1698175.2,3051599,2518117.7,2473104.3,1683260.8,3336357.1,2209223.6,3027718.3,1718334.4,3336184.4,1519247
-2.68,848154.2,671773.6,1125758.6,957208.2,685425,708719.2,761810,1020193.8,840992.4,473220.6,1131472.8,1537897.8,2340229.8,1914597.4,3272953.6,2108154.6,2109787,1430829,2675810.4,2051921,2005240.4,1468584,2783715,1900968.4,2115072.6,1400299.6,2651726.2,2140282.6,2016511.4,1357441.2,2688259.6,2287334.2,2272128.8,1520362.2,2666060.4,1977379.4,2404982.4,1693228.4,3042569,2510693.4,2465920.6,1678507.6,3326661.2,2203012.2,3018776.6,1713785.8,3326895.8,1515633
-2.67,845938.3,670051.4,1122824.9,954614.3,683489,706784.3,759784,1017550.7,838809.6,471930.4,1128424.2,1533525.7,2333012.7,1909014.6,3263503.4,2101947.4,2103568.5,1426878,2667923.6,2045901.5,1999405.1,1464495,2775522.5,1895389.1,2108873.9,1396384.9,2643702.8,2134128.4,2010797.6,1353815.3,2680350.9,2280537.3,2265252.2,1516012.3,2657887.1,1971686.1,2398031.1,1688281.6,3033539,2503269.1,2458736.9,1673754.4,3316965.3,2196800.8,3009834.9,1709237.2,3317607.2,1512019
-2.66,843722.4,668329.2,1119891.2,952020.4,681553,704849.4,757758,1014907.6,836626.8,470640.2,1125375.6,1529153.6,2325795.6,1903431.8,3254053.2,2095740.2,2097350,1422927,2660036.8,2039882,1993569.8,1460406,2767330,1889809.8,2102675.2,1392470.2,2635679.4,2127974.2,2005083.8,1350189.4,2672442.2,2273740.4,2258375.6,1511662.4,2649713.8,1965992.8,2391079.8,1683334.8,3024509,2495844.8,2451553.2,1669001.2,3307269.4,2190589.4,3000893.2,1704688.6,3308318.6,1508405
